match_type,date,english_name,url,language,display_order,source_file,notes,description_mode,site_label,link_description
exact_date_and_name,20-Aug,St. Bernard,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=082001,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 177,localized_summary,Laudate,
exact_date_and_name,21-Aug,St. Jane Frances Fremiot de Chantal,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=081202,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 178,localized_summary,Laudate,
exact_date_and_name,24-Aug,St. Bartholomew,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=082401,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 181,localized_summary,Laudate,
exact_date_and_name,25-Aug,St. Louis,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=082501,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 182,localized_summary,Laudate,
exact_date_and_name,26-Aug,Pope Zephyrinus,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=082601,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 183,localized_summary,Laudate,
exact_date_and_name,27-Aug,St. Joseph Calasanctius,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=082502,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 184,localized_summary,Laudate,
exact_date_and_name,28-Aug,St. Augustine,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=082801,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 185,localized_summary,Laudate,
exact_date_and_name,29-Aug,The Beheading of John the Baptist,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=082901,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 186,localized_summary,Laudate,
exact_date_and_name,30-Aug,SS. Felix & Adauctus,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=083001,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 187,localized_summary,Laudate,
exact_date_and_name,30-Aug,St. Rose of Lima,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=082301,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 188,localized_summary,Laudate,
exact_date_and_name,31-Aug,St. Raymond Nonnatus,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=083101,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 189,localized_summary,Laudate,
exact_date_and_name,1-Sep,St. Giles,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=090101,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 190,localized_summary,Laudate,
exact_date_and_name,2-Sep,St. Stephen I,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=081602,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 191,localized_summary,Laudate,
exact_date_and_name,3-Sep,Pope Pius X,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=082101,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 192,localized_summary,Laudate,
exact_date_and_name,5-Sep,St. Lawrence Justinian,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=090501,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 193,localized_summary,Laudate,
exact_date_and_name,12-Sep,The Most Holy Name of Mary,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=091202,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 198,localized_summary,Laudate,
exact_date_and_name,15-Sep,The Seven Sorrows,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=091501,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 200,localized_summary,Laudate,
exact_date_and_name,16-Sep,Pope Cornelius & St. Cyprian,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=091602,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 201,localized_summary,Laudate,聖コルネリオ
exact_date_and_name,16-Sep,Pope Cornelius & St. Cyprian,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=091603,ja,2,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 201,localized_summary,Laudate,聖チプリアノ
exact_date_and_name,18-Sep,St. Joseph of Cupertino,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=091801,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 203,localized_summary,Laudate,
exact_date_and_name,19-Sep,St. Januarius,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=091901,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 204,localized_summary,Laudate,
exact_date_and_name,21-Sep,St. Matthew,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=092101,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 206,localized_summary,Laudate,
exact_date_and_name,22-Sep,St. Thomas of Villanova,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=092201,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 207,localized_summary,Laudate,
exact_date_and_name,27-Sep,SS. Cosmas & Damian,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=092601,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 211,localized_summary,Laudate,
exact_date_and_name,29-Sep,Michaelmas,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=092901,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 213,localized_summary,Laudate,
exact_date_and_name,30-Sep,St. Jerome,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=093001,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 214,localized_summary,Laudate,
exact_date_and_name,1-Oct,St. Remigius,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=022801,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 215,localized_summary,Laudate,
exact_date_and_name,2-Oct,The Holy Guardian Angels,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=100201,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 216,localized_summary,Laudate,
exact_date_and_name,3-Oct,St. Theresa of Lisieux,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=100101,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 217,localized_summary,Laudate,
exact_date_and_name,4-Oct,St. Francis of Assisi,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=100401,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 218,localized_summary,Laudate,
exact_date_and_name,5-Oct,St. Placid,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=100501,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 219,localized_summary,Laudate,
exact_date_and_name,6-Oct,St. Bruno,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=100601,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 220,localized_summary,Laudate,
exact_date_and_name,7-Oct,The Holy Rosary,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=100701,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 221,localized_summary,Laudate,
exact_date_and_name,8-Oct,St. Bridget,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=072301,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 222,localized_summary,Laudate,
exact_date_and_name,9-Oct,St. John Leonardi,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=100902,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 223,localized_summary,Laudate,
exact_date_and_name,10-Oct,St. Francis Borgi,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=101001,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 224,localized_summary,Laudate,
exact_date_and_name,13-Oct,St. Edward,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=101301,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 226,localized_summary,Laudate,
exact_date_and_name,14-Oct,Pope Callistus I,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=101401,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 227,localized_summary,Laudate,
exact_date_and_name,15-Oct,St. Teresa of Avila,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=101501,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 228,localized_summary,Laudate,
exact_date_and_name,16-Oct,St. Hedwig,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=101602,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 230,localized_summary,Laudate,
exact_date_and_name,17-Oct,St. Margaret Mary Alacoque,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=101601,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 231,localized_summary,Laudate,
exact_date_and_name,18-Oct,St. Luke,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=101801,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 232,localized_summary,Laudate,
exact_date_and_name,19-Oct,St. Peter of Alcántara,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=102201,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 233; normalized from St. Peter of Alcﾃ｡ntara,localized_summary,Laudate,
exact_date_and_name,20-Oct,St. John Cantius,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=102001,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 234,localized_summary,Laudate,
exact_date_and_name,21-Oct,St. Hilarion,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=102101,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 235,localized_summary,Laudate,
exact_date_and_name,23-Oct,St. Anthony Mary Claret,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=102401,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 236,localized_summary,Laudate,
exact_date_and_name,24-Oct,St. Raphael,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=092901,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 237,localized_summary,Laudate,
exact_date_and_name,26-Oct,Pope Evaristus,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=102601,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 239,localized_summary,Laudate,
exact_date_and_name,28-Oct,SS. Simon & Jude,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=102801,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 240,localized_summary,Laudate,
exact_date_and_name,1-Nov,Hallowmas,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=110101,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 242,localized_summary,Laudate,
movable_name,,All Souls' Day,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=110201,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 243,localized_summary,Laudate,
exact_date_and_name,4-Nov,St. Charles Borromeo,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=110401,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 244,localized_summary,Laudate,
exact_date_and_name,9-Nov,Basilica of St. John Lateran,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=110901,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 246,localized_summary,Laudate,ラテラノ教会の献堂
exact_date_and_name,11-Nov,Martinmas,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=111101,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 248,localized_summary,Laudate,
exact_date_and_name,14-Nov,St. Josaphat,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=111201,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 251,localized_summary,Laudate,
exact_date_and_name,15-Nov,St. Albert the Great,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=111501,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 252,localized_summary,Laudate,
exact_date_and_name,16-Nov,St. Gertrude,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=111603,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 253,localized_summary,Laudate,
exact_date_and_name,18-Nov,Basilicas of SS. Peter & Paul,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=111801,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 255,localized_summary,Laudate,
exact_date_and_name,19-Nov,St. Elizabeth of Hungary,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=111701,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 256,localized_summary,Laudate,
exact_date_and_name,20-Nov,St. Felix of Valois,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=112001,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 257,localized_summary,Laudate,
exact_date_and_name,21-Nov,The Presentation of Mary,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=112101,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 258,localized_summary,Laudate,
exact_date_and_name,22-Nov,St. Cecilia,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=112201,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 259,localized_summary,Laudate,
exact_date_and_name,23-Nov,Pope Clement I,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=112301,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 260,localized_summary,Laudate,
exact_date_and_name,24-Nov,St. John of the Cross,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=121401,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 261,localized_summary,Laudate,
exact_date_and_name,25-Nov,St. Catherine of Alexandria,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=112501,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 262,localized_summary,Laudate,
exact_date_and_name,30-Nov,St. Andrew,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=113001,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 265,localized_summary,Laudate,
exact_date_and_name,2-Dec,St. Bibiana,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=120201,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 266,localized_summary,Laudate,
exact_date_and_name,3-Dec,St. Francis Xavier,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=120301,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 267,localized_summary,Laudate,
exact_date_and_name,4-Dec,St. Peter Chrysologus,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=073002,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 269,localized_summary,Laudate,
exact_date_and_name,5-Dec,St. Sabbas,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=120501,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 270,localized_summary,Laudate,
exact_date_and_name,6-Dec,St. Nicholas,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=120601,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 271,localized_summary,Laudate,
exact_date_and_name,7-Dec,St. Ambrose,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=120701,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 272,localized_summary,Laudate,
exact_date_and_name,8-Dec,The Immaculate Conception,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=120801,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 273,localized_summary,Laudate,無原罪の聖母マリア
exact_date_and_name,11-Dec,Pope Damasus I,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=121101,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 275,localized_summary,Laudate,
exact_date_and_name,12-Dec,Our Lady of Guadalupe,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=121201,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 276,localized_summary,Laudate,
exact_date_and_name,13-Dec,St. Lucy,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=121301,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 277,localized_summary,Laudate,
exact_date_and_name,16-Dec,St. Eusebius,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=080201,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 279,localized_summary,Laudate,
exact_date_and_name,21-Dec,St. Thomas,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=070301,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 281,localized_summary,Laudate,
exact_date_and_name,25-Dec,St. Anastasia,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=122501,ja,1,WIP_fixed_feasts_terms_lack_ja_20260727.csv,reference line 2,localized_summary,Laudate,聖アナスタジアおとめ殉教者
exact_date_and_name,26-Dec,St. Stephen,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=122601,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 284,localized_summary,Laudate,
exact_date_and_name,27-Dec,St. John,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=122701,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 285,localized_summary,Laudate,
exact_date_and_name,28-Dec,Childermas,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=122801,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 286,localized_summary,Laudate,聖なる幼子殉教者
exact_date_and_name,29-Dec,St. Thomas Becket,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=122901,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 287,localized_summary,Laudate,
exact_date_and_name,31-Dec,Pope Sylvester I,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=123101,ja,1,WIP_feasts_seasons_terms_ja_20251206.csv,reference line 288,localized_summary,Laudate,
exact_date_and_name,19-Jan,St. Canute,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=011901,ja,1,WIP_fixed_feasts_terms_lack_ja_20251205.csv,reference line 5,localized_summary,Laudate,
exact_date_and_name,25-Jan,Conversion of St. Paul,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=062901,ja,2,WIP_fixed_feasts_terms_lack_ja_20251205.csv,reference line 7; merged from St. Peter commemoration,localized_summary,Laudate,聖ペトロ
exact_date_and_name,28-Jan,St. Agnes,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=012101,ja,1,WIP_fixed_feasts_terms_lack_ja_20251205.csv,reference line 8,localized_summary,Laudate,聖アグネス
exact_date_and_name,9-Feb,St. Apollonia,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=020901,ja,1,WIP_fixed_feasts_terms_lack_ja_20251205.csv,reference line 10,localized_summary,Laudate,
exact_date_and_name,22-Feb,Chair of St. Peter,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=022201,ja,1,WIP_fixed_feasts_terms_lack_ja_20251205.csv,reference line 11,localized_summary,Laudate,
exact_date_and_name,22-Feb,Chair of St. Peter,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=062902,ja,2,WIP_fixed_feasts_terms_lack_ja_20251205.csv,reference line 12; merged from St. Paul commemoration,localized_summary,Laudate,聖パウロ
exact_date_and_name,27-May,St. John I,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=051801,ja,1,WIP_fixed_feasts_terms_lack_ja_20251205.csv,reference line 19,localized_summary,Laudate,
exact_date_and_name,30-Jun,St. Paul,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=062902,ja,1,WIP_fixed_feasts_terms_lack_ja_20251205.csv,reference line 22; merged from Commemoration of St. Paul,localized_summary,Laudate,聖パウロ
exact_date_and_name,30-Jun,St. Paul,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=062901,ja,2,WIP_fixed_feasts_terms_lack_ja_20251205.csv,Peter link merged into principal event,localized_summary,Laudate,聖ペトロ
exact_date_and_name,25-Jul,St. Christopher,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=070201,ja,1,WIP_fixed_feasts_terms_lack_ja_20251205.csv,reference line 28,localized_summary,Laudate,
exact_date_and_name,8-Sep,St. Hadrian,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=090801,ja,1,WIP_fixed_feasts_terms_lack_ja_20251205.csv,reference line 39,localized_summary,Laudate,
exact_date_and_name,23-Sep,St. Thecla,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=092301,ja,1,WIP_fixed_feasts_terms_lack_ja_20251205.csv,reference line 43,localized_summary,Laudate,
exact_date_and_name,9-Oct,"Ss. Denis, Rusticus & Eleutherius",https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=100901,ja,1,WIP_fixed_feasts_terms_lack_ja_20251205.csv,reference line 47,localized_summary,Laudate,聖ディオニジオと同志殉教者
exact_date_and_name,19-Nov,St. Pontianus,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=111901,ja,1,WIP_fixed_feasts_terms_lack_ja_20251205.csv,reference line 53,localized_summary,Laudate,
exact_date_and_name,24-Nov,St. Chrysogonus,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=112401,ja,1,WIP_fixed_feasts_terms_lack_ja_20251205.csv,reference line 55,localized_summary,Laudate,
exact_date_and_name,5-Feb,Twenty-six Martyrs of Japan,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=020501,ja,1,WIP_fixed_feasts_terms_local_japanese_ja_20251206.csv,reference line 2,localized_summary,Laudate,
exact_date_and_name,17-Mar,Blessed Virgin Mary of the Discovery of the Christians,https://www.pauline.or.jp/calendariocappella/cycle0/shintohakken.php,ja,1,WIP_fixed_feasts_terms_local_japanese_ja_20251206.csv,reference line 3,localized_summary,Laudate,
exact_date_and_name,22-May,Bls. John the Baptist of Machado ＆ Peter of the Assumption,https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=052301,ja,1,WIP_fixed_feasts_terms_local_japanese_ja_20251206.csv,reference line 4,localized_summary,Laudate,
exact_date_and_name,1-Jun,Bls. Alfonso Navarrete & Companions,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AB%E3%83%95%E3%82%A9%E3%83%B3%E3%82%BD%E3%83%BB%E3%83%8A%E3%83%90%E3%83%AC%E3%83%86%E3%83%BB%E3%83%99%E3%83%8B%E3%83%88,ja,1,WIP_fixed_feasts_terms_local_japanese_ja_20251206.csv,reference line 5,localized_summary,Wikipedia,福者アルフォンソ・ナバレテ・ベニト
exact_date_and_name,20-Jun,Bls. Francisco Pacheco & Companions,https://ja.wikipedia.org/wiki/%E3%83%95%E3%83%A9%E3%83%B3%E3%82%B7%E3%82%B9%E3%82%B3%E3%83%BB%E3%83%91%E3%82%B7%E3%82%A7%E3%82%B3,ja,1,WIP_fixed_feasts_terms_local_japanese_ja_20251206.csv,reference line 6,localized_summary,Wikipedia,福者フランシスコ・パチェコ
exact_date_and_name,19-Aug,Bls. Pedro de Z??iga & Companions,https://ja.wikipedia.org/wiki/%E3%83%9A%E3%83%89%E3%83%AD%E3%83%BB%E3%83%87%E3%83%BB%E3%82%B9%E3%83%8B%E3%82%AC,ja,1,WIP_fixed_feasts_terms_local_japanese_ja_20251206.csv,reference line 7,localized_summary,Wikipedia,福者ペトロ・デ・ズニガ等殉教者
exact_date_and_name,25-Aug,Bls. Miguel de Carvalho & Companions,https://en.wikipedia.org/wiki/Miguel_de_Carvalho,en,1,WIP_fixed_feasts_terms_local_japanese_ja_20251206.csv,reference line 8,localized_summary,Wikipedia,Miguel de Carvalho
exact_date_and_name,3-Sep,Bls. Anthony Ishida & Companions,https://www.pauline.or.jp/kirishitanland/20090914_unzench.php,ja,1,WIP_fixed_feasts_terms_local_japanese_ja_20251206.csv,reference line 9,localized_summary,Laudate,
exact_date_and_name,10-Sep,"Bls. Charles Spinola, Sebastian Kimura ＆ Companions",https://www.pauline.or.jp/calendariosanti/gen_saint365.php?id=091001,ja,1,WIP_fixed_feasts_terms_local_japanese_ja_20251206.csv,reference line 11,localized_summary,Laudate,福者セバスチャン木村司祭と204殉教者
exact_date_and_name,10-Sep,"Bls. Charles Spinola, Sebastian Kimura ＆ Companions",https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%AB%E3%83%AD%E3%83%BB%E3%82%B9%E3%83%94%E3%83%8E%E3%83%A9,ja,2,WIP_fixed_feasts_terms_local_japanese_ja_20251206.csv,reference line 11,localized_summary,Wikipedia,福者カルロ・スピノラ
exact_date_and_name,13-Sep,Bls. Apollinaris & Companions,https://ewtn.co.uk/article-blessed-apollinaris-franco/,en,1,WIP_fixed_feasts_terms_local_japanese_ja_20251206.csv,reference line 12,localized_summary,EWTN,Blessed Apollinaris Franco
exact_date_and_name,16-Sep,"Bls. Camillus Costanzo, Augustine Ota ＆ Companions",https://en.wikipedia.org/wiki/Camillus_Costanzo,en,1,WIP_fixed_feasts_terms_local_japanese_ja_20251206.csv,reference line 13,localized_summary,Wikipedia,Camillus Costanzo
exact_date_and_name,16-Sep,"Bls. Camillus Costanzo, Augustine Ota ＆ Companions",https://kotobank.jp/word/%E5%A4%AA%E7%94%B0%E3%81%82%E3%81%86%E3%81%90%E3%81%99%E3%81%A1%E3%81%AE-1060415,ja,2,WIP_fixed_feasts_terms_local_japanese_ja_20251206.csv,reference line 13,localized_summary,コトバンク,福者アウグスティノ太田
exact_date_and_name,27-Nov,Bs. Leonardo Kimura & Companions,https://en.wikipedia.org/wiki/Leonardo_Kimura,en,1,WIP_fixed_feasts_terms_local_japanese_ja_20251206.csv,reference line 15,localized_summary,Wikipedia,Leonardo Kimura
exact_date_and_name,4-Dec,"Bs. Jerome de Angelis, Simon Empo & Companions",https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=091201,ja,1,WIP_fixed_feasts_terms_local_japanese_ja_20251206.csv,reference line 16,localized_summary,Laudate,福者アンジェリス司祭と殉教者たち
movable_name,,Bls. Diogo de Carvalho & Companions,https://www.pauline.or.jp/calendariosanti/gen_saint50.php?id=091101,ja,1,WIP_movable_feast_terms_local_japanese_ja_20251206.csv,reference line 2,localized_summary,Laudate,
exact_date_and_name,25-Dec,St. Anastasia,https://www.newadvent.org/cathen/01453a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,25-Dec,St. Anastasia,https://en.wikipedia.org/wiki/Anastasia_of_Sirmium,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,14-Jan,St. Felix,https://www.newadvent.org/cathen/06033b.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,14-Jan,St. Felix,https://en.wikipedia.org/wiki/Felix_of_Nola,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,15-Jan,St. Maurus,https://www.newadvent.org/cathen/10072a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,15-Jan,St. Maurus,https://en.wikipedia.org/wiki/Saint_Maurus,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,19-Jan,St. Canute,https://www.newadvent.org/cathen/03307a.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,19-Jan,St. Canute,https://en.wikipedia.org/wiki/Canute_IV_of_Denmark,en,2,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
exact_date_and_name,23-Jan,St. Emerentiana,https://www.newadvent.org/cathen/05401b.htm,en,1,Google_Calendar_final_visual_check_20260810,approved English explanatory link,auto,,
